"Order","Term_ID","Indented_Name","Parent_IDs","Level"
398,"HP:0025578","      Aortic valve prolapse","HP:0001646",3
399,"HP:0005176","      Dysplastic aortic valve","HP:0001646",3
400,"HP:0006705","    Abnormal atrioventricular valve morphology","HP:0001654",2
401,"HP:0001633","      Abnormal mitral valve morphology","HP:0006705",3
402,"HP:0031478","        Abnormal mitral valve annulus morphology","HP:0001633",4
403,"HP:0031480","        Abnormal mitral valve leaflet morphology","HP:0001633",4
404,"HP:0011569","          Cleft anterior mitral valve leaflet","HP:0031480",5
405,"HP:6000342","          Thickened mitral valve cusp","HP:0031480",5
406,"HP:0025523","        Abnormal morphology of the chordae tendinae of the mitral valve","HP:0001633",4
407,"HP:0025522","          Elongated chordae tendinae of the mitral valve","HP:0025523",5
408,"HP:0034419","          Mitral chordae tendinae rupture","HP:0025523",5
409,"HP:0011571","          Parachute mitral valve","HP:0025523",5
410,"HP:0011580","          Short chordae tendineae of the mitral valve","HP:0025523",5
411,"HP:0031479","        Dilatation of the mitral annulus","HP:0001633",4
412,"HP:0011568","        Double orifice mitral valve","HP:0001633",4
413,"HP:0011560","        Mitral atresia","HP:0001633; HP:0011546",4
414,"HP:0011564","        Mitral valve arcade","HP:0001633",4
415,"HP:0004382","        Mitral valve calcification","HP:0001633; HP:0005146",4
416,"HP:0005136","          Mitral annular calcification","HP:0004382",5
417,"HP:0033642","          Mitral valve leaflet calcification","HP:0004382",5
418,"HP:0001634","        Mitral valve prolapse","HP:0001633",4
419,"HP:0004764","          Myxomatous mitral valve degeneration","HP:0001634",5
420,"HP:0011572","        Supramitral ring","HP:0001633",4
421,"HP:0001702","      Abnormal tricuspid valve morphology","HP:0006705",3
422,"HP:0031442","        Abnormal tricuspid chordae tendinae morphology","HP:0001702",4
423,"HP:0006692","          Short chordae tendineae of the tricuspid valve","HP:0031442",5
424,"HP:0031441","        Abnormal tricuspid valve annulus morphology","HP:0001702",4
425,"HP:0031444","          Dilatation of the tricuspid annulus","HP:0031441",5
426,"HP:0031443","        Abnormal tricuspid valve leaflet morphology","HP:0001702",4
427,"HP:0030732","        Dysplastic tricuspid valve","HP:0001702",4
428,"HP:0010316","        Ebstein anomaly of the tricuspid valve","HP:0001702",4
429,"HP:0011573","        Hypoplastic tricuspid valve","HP:0001702",4
430,"HP:0011575","        Imperforate tricuspid valve","HP:0001702; HP:0011574",4
431,"HP:6001068","        Thickened tricuspid valve cusp","HP:0001702",4
432,"HP:0011662","        Tricuspid atresia","HP:0001702",4
433,"HP:0030719","          Unguarded tricuspid valve","HP:0011662",5
434,"HP:0001704","        Tricuspid valve prolapse","HP:0001702",4
435,"HP:0011574","      Imperforate atrioventricular valve","HP:0006705",3
436,"HP:0011575","        Imperforate tricuspid valve","HP:0001702; HP:0011574",4
437,"HP:0001641","    Abnormal pulmonary valve morphology","HP:0001654",2
438,"HP:0031566","      Abnormal pulmonary valve cusp morphology","HP:0001641",3
439,"HP:0005182","        Bicuspid pulmonary valve","HP:0031566",4
440,"HP:0005134","      Absence of the pulmonary valve","HP:0001641",3
441,"HP:0011659","        Tetralogy of Fallot with absent pulmonary valve","HP:0001636; HP:0005134",4
442,"HP:0005164","      Dysplastic pulmonary valve","HP:0001641",3
443,"HP:0010882","      Pulmonary valve atresia","HP:0001641",3
444,"HP:0005148","      Pulmonary valve defects","HP:0001641",3
445,"HP:0006691","      Pulmonic valve myxoma","HP:0001641",3
446,"HP:0005146","    Cardiac valve calcification","HP:0001654",2
447,"HP:0004380","      Aortic valve calcification","HP:0001646; HP:0005146",3
448,"HP:0033538","        Aortic annulus calcification","HP:0004380",4
449,"HP:0033641","        Aortic valve leaflet calcification","HP:0004380",4
450,"HP:0006694","      Early progressive calcific cardiac valvular disease","HP:0005146",3
451,"HP:0004382","      Mitral valve calcification","HP:0001633; HP:0005146",3
452,"HP:0005136","        Mitral annular calcification","HP:0004382",4
453,"HP:0033642","        Mitral valve leaflet calcification","HP:0004382",4
454,"HP:6000326","    Cardiac valve vegetations","HP:0001654",2
455,"HP:0001637","  Abnormal myocardium morphology","HP:0001627",1
456,"HP:0030681","    Abnormal morphology of myocardial trabeculae","HP:0001637",2
457,"HP:0031192","      Abnormal morphology of left ventricular trabeculae","HP:0030681",3
458,"HP:0031195","        Apical hypertrabeculation of the left ventricle","HP:0031192",4
459,"HP:0031194","        Increased density of left ventricular trabeculae","HP:0031192",4
460,"HP:0030682","        Left ventricular noncompaction","HP:0031192",4
461,"HP:0031196","        Thin myocardium compact layer","HP:0031192",4
462,"HP:0031193","      Abnormal morphology of right ventricular trabeculae","HP:0030681",3
463,"HP:0031316","    Abnormal ventricular myocardium morphology","HP:0001637",2
464,"HP:0030843","    Cardiac amyloidosis","HP:0001637",2
465,"HP:0031326","      Monoclonal light chain cardiac amyloidosis","HP:0030843",3
466,"HP:0031327","      Transthyretin cardiac amyloidosis","HP:0030843",3
467,"HP:0034835","    Cardiac polyglucosan accumulation","HP:0001637",2
468,"HP:0001638","    Cardiomyopathy","HP:0001637",2
469,"HP:0200127","      Atrial cardiomyopathy","HP:0001638",3
470,"HP:0001644","      Dilated cardiomyopathy","HP:0001638",3
471,"HP:0005152","      Histiocytoid cardiomyopathy","HP:0001638",3
472,"HP:0001639","      Hypertrophic cardiomyopathy","HP:0001638",3
473,"HP:0031992","        Apical hypertrophic cardiomyopathy","HP:0001639",4
474,"HP:0001670","        Asymmetric septal hypertrophy","HP:0001639",4
475,"HP:0005157","        Concentric hypertrophic cardiomyopathy","HP:0001639",4
476,"HP:0012817","      Noncompaction cardiomyopathy","HP:0001638",3
477,"HP:0012818","        Biventricular noncompaction cardiomyopathy","HP:0012817",4
478,"HP:0011664","        Left ventricular noncompaction cardiomyopathy","HP:0012817",4
479,"HP:0012816","        Right ventricular noncompaction cardiomyopathy","HP:0012817",4
480,"HP:0001723","      Restrictive cardiomyopathy","HP:0001638",3
481,"HP:0011663","      Right ventricular cardiomyopathy","HP:0001638; HP:0001707",3
482,"HP:0011665","      Takotsubo cardiomyopathy","HP:0001638",3
483,"HP:6000663","    Elevated myocardial iron load","HP:0001637",2
484,"HP:0031317","    Fatty replacement of ventricular myocardial tissue","HP:0001637",2
485,"HP:0003338","    Focal necrosis of right ventricular muscle cells","HP:0001637",2
486,"HP:0034532","    Increased myocardial glycogen content","HP:0001637",2
487,"HP:6000067","    Increased myocardial pyrophosphate uptake","HP:0001637",2
488,"HP:6001036","    Left ventricular rupture","HP:0001637; HP:0001711",2
489,"HP:0001685","    Myocardial fibrosis","HP:0001637",2
490,"HP:0031329","      Interstitial cardiac fibrosis","HP:0001685",3
491,"HP:0031328","      Perivascular cardiac fibrosis","HP:0001685",3
492,"HP:0031321","    Myocardial immune cell infiltration","HP:0001637",2
493,"HP:0031323","      Myocardial eosinophilic infiltration","HP:0031321",3
494,"HP:0031325","      Myocardial granulomatous infiltrates","HP:0031321",3
495,"HP:0031322","      Myocardial lymphocytic infiltration","HP:0031321",3
496,"HP:0031324","      Myocardial multinucleated giant cells","HP:0031321",3
497,"HP:0031330","      Perivascular myocardial immune cell infiltration","HP:0031321",3
498,"HP:0001700","    Myocardial necrosis","HP:0001637",2
499,"HP:0012819","    Myocarditis","HP:0001637",2
500,"HP:0031318","    Myofiber disarray","HP:0001637",2
501,"HP:0001697","  Abnormal pericardium morphology","HP:0001627",1
502,"HP:0011628","    Congenital defect of the pericardium","HP:0001697",2
503,"HP:0011630","      Complete diaphragmatic absence of pericardium","HP:0011628",3
504,"HP:0011633","      Complete left sided absence of pericardium","HP:0011628",3
505,"HP:0011631","      Complete right sided absence of pericardium","HP:0011628",3
506,"HP:0011635","      Partial diaphragmatic absence of pericardium","HP:0011628",3
507,"HP:0011634","      Partial left sided absence of pericardium","HP:0011628",3
508,"HP:0011632","      Partial right sided absence of pericardium","HP:0011628",3
509,"HP:0011629","      Total absence of the pericardium","HP:0011628",3
510,"HP:0005132","    Pericardial constriction","HP:0001697",2
511,"HP:0001698","    Pericardial effusion","HP:0001697",2
512,"HP:0011852","      Chylopericardium","HP:0001698",3
513,"HP:0011851","      Hemopericardium","HP:0001698",3
514,"HP:0011853","      Serous pericardial effusion","HP:0001698",3
515,"HP:4000005","    Pericardial late gadolinium enhancement","HP:0001697",2
516,"HP:0005183","    Pericardial lymphangiectasia","HP:0001697",2
517,"HP:0100004","    Pericardial mesothelioma","HP:0001697",2
518,"HP:0001701","    Pericarditis","HP:0001697",2
519,"HP:0002563","      Constrictive pericarditis","HP:0001701",3
520,"HP:0011534","  Abnormal spatial orientation of the cardiac segments","HP:0001627",1
521,"HP:0011535","    Abnormal atrial arrangement","HP:0005120; HP:0011534",2
522,"HP:0011539","      Atrial situs ambiguous","HP:0011535",3
523,"HP:0011538","      Atrial situs inversus","HP:0011535",3
524,"HP:0011537","      Left atrial isomerism","HP:0011535",3
525,"HP:0011536","      Right atrial isomerism","HP:0011535",3
526,"HP:0011540","    Congenitally corrected transposition of the great arteries","HP:0011534",2
527,"HP:0011605","      Congenitally corrected transposition of the great arteries with ventricular septal defect","HP:0011540",3
528,"HP:0011541","    Criss-cross atrioventricular valves","HP:0011534",2
529,"HP:0011542","      Criss-cross atrioventricular valves with superior-inferior ventricles","HP:0011541",3
530,"HP:0011544","    L-looping of the right ventricle","HP:0011534",2
531,"HP:0001696","    Situs inversus totalis","HP:0001651; HP:0011534",2
532,"HP:0031592","    Situs inversus with levocardia","HP:0011534",2
533,"HP:0011543","    Superior-inferior ventricles without criss-cross atrioventricular valves","HP:0011534",2
534,"HP:6000145","  Boot-shaped cardiac silhouette","HP:0001627",1
535,"HP:6000847","  Cardiac mass","HP:0001627",1
536,"HP:0001640","  Cardiomegaly","HP:0001627",1
537,"HP:0045017","  Congenital malformation of the left heart","HP:0001627",1
538,"HP:0004383","    Hypoplastic left heart","HP:0001961; HP:0045017",2
539,"HP:0011723","  Congenital malformation of the right heart","HP:0001627",1
540,"HP:0001719","    Double outlet right ventricle","HP:0001710; HP:0011723",2
541,"HP:0011651","      Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis","HP:0001719",3
542,"HP:0011652","      Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis","HP:0001719",3
543,"HP:0011653","      Double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis","HP:0001719",3
544,"HP:0011654","      Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis","HP:0001719",3
545,"HP:0011655","      Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis","HP:0001719",3
546,"HP:0011656","      Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis","HP:0001719",3
547,"HP:0011657","      Double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis","HP:0001719",3
548,"HP:0011658","      Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis","HP:0001719",3
549,"HP:0010954","    Hypoplastic right heart","HP:0001961; HP:0011723",2
550,"HP:0011724","    Uhl's anomaly","HP:0011723",2
551,"HP:0001961","  Hypoplastic heart","HP:0001627",1
552,"HP:0004383","    Hypoplastic left heart","HP:0001961; HP:0045017",2
553,"HP:0010954","    Hypoplastic right heart","HP:0001961; HP:0011723",2
554,"HP:0100544","  Neoplasm of the heart","HP:0001627",1
555,"HP:0031351","    Calcified amorphous tumor of the heart","HP:0100544",2
556,"HP:0010617","    Cardiac fibroma","HP:0100544",2
557,"HP:0011672","    Cardiac myxoma","HP:0100544",2
558,"HP:0009729","    Cardiac rhabdomyoma","HP:0100544",2
559,"HP:0031350","    Cardiac sarcoma","HP:0100544",2
560,"HP:0011674","    Cardiac teratoma","HP:0100544",2
